detector_id,name,route,direction,lat,lon,lane
2671,Mainline sensor,I-94,WB,44.95184,-93.17088,0
2672,Mainline sensor,I-94,WB,44.95712,-93.19464,1
2673,Mainline sensor,I-94,WB,44.95712,-93.19464,2
2674,Mainline sensor,I-94,WB,44.95712,-93.19464,3
2675,Mainline sensor,I-94,WB,44.95712,-93.19464,4
2676,Mainline sensor,I-94,WB,44.96034,-93.20487,1
2677,Mainline sensor,I-94,WB,44.96034,-93.20487,2
2678,Mainline sensor,I-94,WB,44.96034,-93.20487,3
2679,Mainline sensor,I-94,WB,44.96035,-93.20964,0
2680,Mainline sensor,I-94,WB,44.96703,-93.22436,0
2681,Mainline sensor,I-94,WB,44.96737,-93.22225,1
2682,Mainline sensor,I-94,WB,44.96737,-93.22225,2
2683,Mainline sensor,I-94,WB,44.96737,-93.22225,3
2684,Mainline sensor,I-94,WB,44.96436,-93.23804,1
2685,Mainline sensor,I-94,WB,44.96436,-93.23804,2
2686,Mainline sensor,I-94,WB,44.96436,-93.23804,3
2687,Mainline sensor,I-94,WB,44.96436,-93.23846,0
2688,Mainline sensor,I-94,WB,44.96601,-93.24793,0
2690,Mainline sensor,I-94,WB,44.96611,-93.2597,0
2691,Mainline sensor,I-94,WB,44.96612,-93.25863,0
2692,Mainline sensor,I-94,WB,44.96608,-93.25418,1
2693,Mainline sensor,I-94,WB,44.96608,-93.25418,2
2694,Mainline sensor,I-94,WB,44.96608,-93.25418,3
2695,Mainline sensor,I-94,WB,44.96605,-93.26399,1
2696,Mainline sensor,I-94,WB,44.96605,-93.26399,2
2697,Mainline sensor,I-94,WB,44.96605,-93.26399,3
2698,Mainline sensor,I-94,WB,44.96605,-93.26399,4
2699,Mainline sensor,I-94,WB,44.95765,-93.19611,0
27,Mainline sensor,I-94,WB,44.99285,-93.28435,2
2700,Mainline sensor,I-94,WB,44.95765,-93.19611,0
28,Mainline sensor,I-94,WB,44.99285,-93.28435,3
2852,Mainline sensor,I-94,WB,45.08973,-93.43135,0
2853,Mainline sensor,I-94,EB,45.10515,-93.46106,0
2854,Mainline sensor,I-94,EB,45.10515,-93.46106,0
2855,Mainline sensor,I-94,EB,45.10515,-93.46106,0
